video_id,duration
video1726,16.016
video1727,22.0
video1728,18.018
video1729,14.015624
video173,11.014264
video1730,15.0
video1731,13.00517
video1732,11.011
video1733,25.025
video1734,15.015
video1735,11.0
video1736,11.0
video1737,13.0
video1738,13.013
video1739,11.011
video174,15.015
video1740,11.011
video1741,13.0
video1742,20.02
video1743,12.012
video1744,11.0
video1745,12.012
video1746,13.013
video1747,12.012
video1748,18.01347
video1749,30.0
video175,11.011
video1750,14.014
video1751,25.007891
video1752,10.01
video1753,12.0
video1754,13.013
video1755,10.01
video1756,14.0
video1757,13.013
video1758,20.016599
video1759,14.014
video176,13.0
video1760,10.0
video1761,30.0
video1762,14.014
video1763,20.0
video1764,18.018
video1765,14.0
video1766,17.007007
video1767,11.011
video1768,25.025
video1769,11.0
video177,11.011
video1770,20.02
video1771,19.019
video1772,11.011
video1773,22.022
video1774,12.001497
video1775,11.011
video1776,16.014558
video1777,22.022
video1778,11.0
video1779,12.0
video178,10.01
video1780,11.011
video1781,11.011
video1782,11.011
video1783,15.0
video1784,11.011
video1785,21.021021
video1786,10.01
video1787,22.022
video1788,30.03
video1789,18.018
video179,13.013
video1790,18.0
video1791,15.000091
video1792,11.0
video1793,10.0
video1794,10.0
video1795,14.022472
video1796,19.019
video1797,17.017
video1798,25.025
video1799,18.018685
video18,14.014
video180,14.978919
video1800,12.012
video1801,19.0
video1802,19.020136
video1803,11.0
video1804,24.010431
video1805,10.0
video1806,12.012722
video1807,10.01
video1808,21.021
video1809,12.012
video181,10.016802
video1810,15.0
video1811,20.0
video1812,26.0
video1813,19.015918
video1814,22.0
video1815,18.0
video1816,11.011
video1817,18.00347
video1818,11.0
video1819,10.0
video182,11.0
video1820,11.0
video1821,11.011
video1822,22.022
video1823,15.0
video1824,17.018005
video1825,17.0
video1826,12.012
video1827,15.015
video1828,12.018708
video1829,12.012
video183,14.011633
video1830,13.013
video1831,10.01
video1832,15.015
video1833,28.020272
video1834,11.011
video1835,13.013
video1836,20.0
video1837,12.010726
video1838,23.023
video1839,14.014
video184,16.016
video1840,10.01
video1841,12.0
video1842,12.0
video1843,11.978633
video1844,13.013
video1845,13.0
video1846,24.024
video1847,12.0
video1848,13.0
video1849,20.02
video185,11.011
video1850,23.023
video1851,14.014
video1852,13.013
video1853,11.011
video1854,17.017
video1855,13.016168
video1856,15.015
video1857,11.011
video1858,12.019728
video1859,15.017019
video186,10.0
video1860,16.019547
video1861,15.0
video1862,12.012
video1863,11.011
video1864,11.011
video1865,10.0
video1866,11.011
video1867,12.012
video1868,22.022
video1869,16.016
video187,14.01864
video1870,10.01
video1871,12.0
video1872,12.021724
video1873,24.024
video1874,12.0
video1875,15.0
video1876,19.0
video1877,16.016
video1878,11.0
video1879,12.012
video188,11.011
video1880,16.0
video1881,11.011
video1882,15.015
video1883,19.0
video1884,25.025
video1885,29.001723
video1886,10.01
video1887,13.0
video1888,11.011
video1889,10.0
video189,10.0
video1890,25.0
video1891,14.014
video1892,23.023
video1893,16.0
video1894,14.005624
video1895,18.00347
video1896,17.021225
video1897,15.021089
video1898,14.014
video1899,28.028
video19,16.01356
video190,13.013
video1900,17.017
video1901,10.01
video1902,12.0
video1903,20.020612
video1904,12.012
video1905,12.012
video1906,23.006757
video1907,10.01
video1908,15.0
video1909,14.014
video191,10.01
video1910,13.0
video1911,15.015
video1912,11.0
video1913,13.013
video1914,11.011
video1915,13.013
video1916,11.011
video1917,20.018594
video1918,10.0
video1919,14.014
video192,10.01
video1920,11.0
video1921,16.021542
video1922,11.011
video1923,11.017257
video1924,17.017
video1925,15.015
video1926,16.016
video1927,10.0
video1928,27.027
video1929,12.021724
video193,11.0
video1930,14.0
video1931,18.004467
video1932,14.0
video1933,24.024
video1934,20.02
video1935,28.028
video1936,11.0
video1937,10.01
video1938,21.0
video1939,30.0
video194,22.0
video1940,13.0
video1941,16.0
video1942,22.010295
video1943,15.9159
video1944,14.981633
video1945,14.020635
video1946,12.012
video1947,10.001587
video1948,27.027
video1949,11.011
video195,11.011
video1950,12.012
video1951,12.0
video1952,13.0
video1953,10.014807
video1954,12.012
video1955,13.013
video1956,11.011
video1957,13.013
video1958,30.0
video1959,11.011011
video196,11.011
video1960,12.0
video1961,12.012
video1962,15.0
video1963,10.018032
video1964,10.01
video1965,13.0
video1966,12.012
video1967,24.024
video1968,10.0
video1969,10.0
video197,11.011
video1970,12.0
video1971,14.014
video1972,29.001723
video1973,14.0
video1974,11.011
video1975,16.0
video1976,12.012
video1977,12.012
video1978,28.00526
video1979,12.01771
video198,16.0
video1980,10.01
video1981,27.027
video1982,11.011
video1983,28.028
video1984,11.0
video1985,29.029
video1986,15.0
video1987,16.016
video1988,19.006916
video1989,15.015
video199,13.033017
video1990,11.011
video1991,14.0
video1992,13.003175
video1993,12.012
video1994,12.979633
video1995,16.000544
video1996,22.011292
video1997,12.012
video1998,11.011
video1999,13.01517
video2,9.976633
video20,14.0
video200,12.012
video2000,11.978633
video2001,19.019
video2002,21.021
video2003,11.011
video2004,28.007256
video2005,22.0
video2006,30.03
video2007,12.0
video2008,10.0
video2009,12.0
video201,18.018
video2010,10.01
video2011,13.0
video2012,13.013
video2013,16.011542
video2014,16.011542
video2015,13.0
video2016,11.0
video2017,19.0
video2018,25.025
video2019,18.018
video202,23.007755
video2020,12.012
video2021,10.0078
video2022,23.023
video2023,10.0
video2024,16.016
video2025,14.0
video2026,14.014
video2027,14.021633
video2028,12.012
video2029,12.0
video203,16.008004
video2030,13.0
video2031,11.0
video2032,12.0
video2033,12.0
video2034,13.0
video2035,10.01
video2036,10.01
video2037,13.003175
video2038,13.010182
video2039,13.013
video204,15.015
video2040,28.028
video2041,14.014
video2042,17.017
video2043,15.0
video2044,13.980633
video2045,13.0
video2046,15.0
video2047,15.0
video2048,23.023
video2049,14.0
video205,12.012
video2050,11.0
video2051,12.0
video2052,24.024024
video2053,13.0
video2054,14.022631
video2055,13.013013
video2056,10.0
video2057,10.0
video2058,12.012
video2059,12.012
video206,11.0
video2060,20.02
video2061,11.011
video2062,28.028
video2063,11.0
video2064,10.01
video2065,11.0
video2066,14.014
video2067,12.015822
video2068,13.0
video2069,23.023
video207,11.011
video2070,14.014
video2071,20.006372
video2072,27.027
video2073,13.013
video2074,13.013
video2075,15.015
video2076,13.013
video2077,13.0
video2078,13.013
video2079,15.015
video208,9.976633
video2080,28.0
video2081,10.0
video2082,12.0
video2083,11.011
video2084,13.022177
video2085,13.0
video2086,10.0
video2087,10.01
video2088,19.0
video2089,23.023023
video209,12.012
video2090,15.0
video2091,27.027
video2092,28.028028
video2093,14.010635
video2094,14.0
video2095,11.0
video2096,11.011
video2097,14.014
video2098,11.011
video2099,13.013
video21,28.028
video210,18.018
video2100,11.0
video2101,11.011
video2102,11.011
video2103,16.0
video2104,12.012
video2105,11.0
video2106,11.0
video2107,12.012
video2108,11.0
video2109,11.0
video211,14.007642
video2110,10.0
video2111,12.0
video2112,19.019
video2113,15.0
video2114,19.019
video2115,11.011
video2116,10.0
video2117,27.027
video2118,19.019
video2119,24.0
video212,14.010635
video2120,13.0
video2121,19.019
video2122,24.024
video2123,13.0
video2124,19.019
video2125,10.0
video2126,10.012811
video2127,10.019795
video2128,13.0
video2129,14.0
video213,26.0
video2130,12.021238
video2131,11.0
video2132,19.002925
video2133,13.0
video2134,11.0
video2135,14.014
video2136,14.014
video2137,13.0
video2138,19.019
video2139,17.017
video214,16.0
video2140,11.011
video2141,11.017257
video2142,10.0
video2143,11.011
video2144,18.00746
video2145,13.017166
video2146,11.011
video2147,20.02
video2148,11.0
video2149,29.029
video215,17.017
video2150,12.012722
video2151,12.0
video2152,18.018
video2153,10.0
video2154,19.019
video2155,19.019
video2156,10.0
video2157,24.020431
video2158,13.017166
video2159,12.012
video216,11.0
video2160,11.011
video2161,15.015
video2162,16.016
video2163,11.011
video2164,10.001587
video2165,13.013
video2166,29.029
video2167,12.009728
video2168,19.019
video2169,15.015
video217,11.0
video2170,10.0
video2171,13.013
video2172,10.010793
video2173,12.012
video2174,11.011
video2175,22.989633
video2176,21.021
video2177,18.012472
video2178,18.0
video2179,11.978633
video218,16.016
video2180,11.011
video2181,12.012
video2182,21.021
video2183,11.019252
video2184,18.0
video2185,12.012012
video2186,12.012
video2187,15.0
video2188,13.013
video2189,12.0
video219,11.011
video2190,16.0
video2191,11.011
video2192,15.0
video2193,12.0
video2194,26.001134
video2195,11.011
video2196,13.013
video2197,18.018
video2198,11.011
video2199,13.013
video22,12.019728
video220,13.013175
video2200,17.017
video2201,11.0
video2202,12.012
video2203,18.021678
video2204,14.014014
video2205,23.00576
video2206,22.0
video2207,25.025
video2208,10.019795
video2209,12.012
video221,30.03
video2210,13.00195
video2211,25.006666
video2212,10.01
video2213,16.016016
video2214,20.02
video2215,21.021
video2216,17.019002
video2217,22.022
video2218,11.0
video2219,16.016
video222,21.021
video2220,11.011
video2221,11.0
video2222,14.014
video2223,10.01
video2224,28.028
video2225,14.0
video2226,21.021
video2227,13.018186
video2228,10.0
video2229,12.0
video223,10.0
video2230,11.0
video2231,13.007166
video2232,11.011
video2233,20.02
video2234,17.006009
video2235,12.0
video2236,11.0
video2237,12.012
video2238,21.010839
video2239,12.012
video224,11.011
video2240,21.021
video2241,10.01
video2242,24.39
video2243,26.026
video2244,29.029
video2245,11.011
video2246,11.0
video2247,10.01001
video2248,26.026
video2249,11.011
video225,16.016554
video2250,16.01254
video2251,10.01
video2252,15.0
video2253,26.026
video2254,12.0
video2255,15.015
video2256,23.023
video2257,14.0
video2258,14.014
video2259,13.0
video226,14.014
video2260,10.01
video2261,29.029
video2262,11.011
video2263,20.0
video2264,11.003039
video2265,18.021678
video2266,15.020091
video2267,14.014
video2268,13.0
video2269,12.012
video227,12.012
video2270,10.008798
video2271,16.016
video2272,13.013
video2273,28.028
video2274,12.0
video2275,15.015
video2276,13.013
video2277,27.0
video2278,29.029
video2279,13.0
video228,12.012
video2280,12.012
video2281,14.0
video2282,14.014
video2283,13.013
video2284,14.014
video2285,15.019093
video2286,26.0
video2287,13.013
video2288,16.016
video2289,10.019795
video229,11.0
video2290,13.013
video2291,13.018186
video2292,18.0
video2293,16.003639
video2294,13.013
video2295,21.021021
video2296,11.011
video2297,12.012
video2298,11.011
video2299,16.0
video23,12.012
video230,11.0
video2300,11.978633
video2301,18.0
video2302,21.011837
video2303,11.0
video2304,13.013
video2305,11.01127
video2306,26.006009
video2307,10.01
video2308,19.0
video2309,14.014626
video231,15.015
video2310,16.983633
video2311,13.013
video2312,11.011
video2313,12.012
video2314,20.02
video2315,22.022
video2316,11.011
video2317,17.000998
video2318,12.0
video2319,17.0
video232,15.015
video2320,10.977633
video2321,16.021769
video2322,12.012
video2323,10.01
video2324,24.024
video2325,11.0
video2326,10.0
video2327,11.011
video2328,12.006712
video2329,12.018708
video233,17.0
video2330,25.025
video2331,26.015351
video2332,15.0
video2333,11.0
video2334,19.019
video2335,12.012
video2336,19.019499
video2337,16.011542
video2338,11.781995
video2339,10.0
video234,24.024
video2340,20.02
video2341,10.0
video2342,12.012
video2343,17.984633
video2344,12.012
video2345,13.0
video2346,11.0
video2347,10.01
video2348,16.0
video2349,14.019638
video235,21.021
video2350,10.01
video2351,12.0
video2352,11.011
video2353,15.021089
video2354,13.0
video2355,12.004717
video2356,18.021678
video2357,11.011
video2358,9.976633
video2359,11.011
video236,30.0
video2360,23.023
video2361,30.016713
video2362,11.011
video2363,14.014
video2364,23.0
video2365,10.01
video2366,11.0
video2367,15.017098
video2368,28.020272
video2369,13.000953
video237,11.011
video2370,10.01
video2371,15.015
video2372,16.0
video2373,13.0
video2374,10.01
video2375,19.019
video2376,13.01517
video2377,11.030641
video2378,11.0
video2379,23.007755
video238,12.012
video2380,11.0
video2381,13.013
video2382,11.01025
video2383,10.816009
video2384,11.011
video2385,10.0
video2386,13.013
video2387,10.025063
video2388,19.019
video2389,29.0
video239,12.012
video2390,12.012
video2391,28.028
video2392,15.982633
video2393,14.0
video2394,14.014
video2395,11.0
video2396,11.0
video2397,10.0178
video2398,11.978633
video2399,19.0
video24,11.0
video240,15.021089
video2400,10.977633
video2401,13.02118
video2402,11.011
video2403,11.0
video2404,14.0
video2405,14.014
video2406,12.012
video2407,10.00458
video2408,20.02
video2409,11.002041
video241,12.0
video2410,10.0
video2411,11.011
video2412,10.0
video2413,14.014
video2414,14.0
video2415,11.0
video2416,19.017143
video2417,11.011
video2418,12.0
video2419,20.0
video242,14.0
video2420,12.012
video2421,11.011
video2422,12.012
video2423,15.005102
video2424,22.022
video2425,12.012
video2426,17.0
video2427,11.0
video2428,12.0
video2429,11.0
video243,10.01
video2430,15.015
video2431,18.018
video2432,13.013
video2433,10.01001
video2434,25.025
video2435,13.018186
video2436,10.01
video2437,17.017017
video2438,10.0
video2439,20.00839
video244,10.020793
video2440,18.018
video2441,11.0
video2442,18.018
video2443,13.0
video2444,14.010635
video2445,12.012
video2446,10.0
video2447,11.011
video2448,11.011
video2449,10.019795
video245,18.014467
video2450,9.976633
video2451,11.011
video2452,15.0
video2453,10.0
video2454,11.011
video2455,12.018708
video2456,16.0
video2457,21.021
video2458,10.0078
video2459,11.0
video246,11.0
video2460,11.011
video2461,12.0
video2462,10.0
video2463,11.011011
video2464,12.012
video2465,23.023
video2466,11.011
video2467,22.022
video2468,14.014
video2469,13.02118
video247,15.0
video2470,27.019818
video2471,10.00458
video2472,13.013
video2473,17.017
video2474,14.014
video2475,12.012
video2476,10.0
video2477,28.028
video2478,19.0
video2479,13.0
video248,10.021791
video2480,28.004263
video2481,14.014
video2482,16.011142
video2483,13.013
video2484,22.022
video2485,10.01
video2486,11.011
video2487,18.018685
video2488,12.012
video2489,11.0
video249,16.976422
video2490,13.0
video2491,15.0
video2492,20.987633
video2493,11.011
video2494,12.0
video2495,16.0
video2496,14.981633
video2497,10.01
video2498,18.018
video2499,19.019
video25,16.016
video250,11.0
video2500,11.011
video2501,18.018
video2502,10.977633
video2503,13.0
video2504,11.011
video2505,13.013
video2506,13.013
video2507,10.021791
video2508,10.01
video2509,14.0
video251,11.011
video2510,10.0
video2511,11.0
video2512,10.977633
video2513,13.980633
video2514,23.023
video2515,12.0
video2516,29.0
video2517,17.0
video2518,16.016
video2519,21.002834
video252,16.0
video2520,11.011
video2521,17.017
video2522,24.0
video2523,26.0
video2524,11.011
video2525,10.01
video2526,16.016
video2527,10.01
video2528,11.011
video2529,11.011
video253,16.016
video2530,11.011
video2531,11.011
video2532,13.013
video2533,11.0
video2534,11.0
video2535,11.011
video2536,12.004717
video2537,17.017
video2538,15.015
video2539,14.014
video254,14.014
video2540,11.011
video2541,12.016712
video2542,16.021769
video2543,17.017
video2544,13.01118
video2545,13.013
video2546,12.012
video2547,10.000589
