video_id,keyframe_count
0hyZ__3YhZc_302_307,5
0hyZ__3YhZc_341_348,7
0hyZ__3YhZc_352_356,4
0hyZ__3YhZc_364_370,6
0hyZ__3YhZc_380_384,4
0hyZ__3YhZc_388_394,6
0hyZ__3YhZc_410_417,7
0hyZ__3YhZc_418_424,6
0hyZ__3YhZc_485_490,5
0hyZ__3YhZc_562_568,6
0hyZ__3YhZc_575_580,5
0hyZ__3YhZc_598_603,5
0hyZ__3YhZc_632_637,5
0k1Ak8aTMVI_4_12,5
0lh_UWF9ZP4_103_110,7
0lh_UWF9ZP4_138_145,7
0lh_UWF9ZP4_148_155,7
0lh_UWF9ZP4_157_160,4
0lh_UWF9ZP4_165_170,5
0lh_UWF9ZP4_174_178,4
0lh_UWF9ZP4_178_182,4
0lh_UWF9ZP4_183_190,7
0lh_UWF9ZP4_191_197,6
0lh_UWF9ZP4_199_207,7
0lh_UWF9ZP4_215_226,10
0lh_UWF9ZP4_21_26,5
0lh_UWF9ZP4_27_31,4
0lh_UWF9ZP4_38_46,7
0lh_UWF9ZP4_50_60,9
0lh_UWF9ZP4_62_69,7
0lh_UWF9ZP4_71_77,6
0lh_UWF9ZP4_79_82,4
0lh_UWF9ZP4_82_87,5
0lh_UWF9ZP4_94_103,8
0piwbTivpDg_10_40,24
0sUL0KCIc48_15_25,9
0vmoZEaN_-o_4_12,5
0vmoZEaN_-o_5_21,8
0wutCy2ZGOQ_4_10,6
0xx13BuvVmo_25_36,10
11xs9mFKObs_0_8,7
16iNk1hLJt4_37_40,4
1Dty_eGY9Ec_123_133,9
1N_Ic2pBM1o_2_23,17
1QVn0FffExM_14_24,9
1RchFBCT9JU_43_53,5
1Sp2__RCT0c_11_15,4
1TjqADyYyxI_36_45,5
1_6V30igzIk_5_15,9
1dA1RQgPN3c_72_82,9
1dYpcVv6n3Y_0_18,13
1dfR0A_BXjw_401_408,7
1dfR0A_BXjw_441_448,7
1dfR0A_BXjw_524_532,7
1dfR0A_BXjw_545_560,13
1dfR0A_BXjw_590_600,9
1hPxGmTGarM_9_19,8
1kYWws89W3Y_0_5,5
1mIyMRPV8kg_9_17,5
1pw5ZdRhiig_50_59,8
1qU-kF-km1Q_6_16,5
1qV4wfjTYIo_151_164,10
1qxMJLkHDLw_0_9,7
1rECrfrdNTo_200_207,7
1sffYOXq4Iw_23_49,21
21uB8g-jDZI_70_79,8
229NvV0SRHw_0_5,5
25NmudB2fqg_0_7,6
27hs9W89FuI_0_10,8
27mxaePkYB4_8_14,6
2F9jX7u5nOg_114_130,13
2F9jX7u5nOg_83_97,12
2FLsMPsywRc_45_63,15
2G9fkvBzzQE_10_20,9
2HpZvL-_fiY_40_44,4
2I20ZTFHheg_96_104,7
2KrdBUFeFtY_22_27,3
2L4oELbX8Ms_1_12,8
2LgrGHWSy6k_122_135,10
2MCpA01Sn_c_75_82,7
2Nn2CAeaI5k_72_77,3
2R_OAYQIkXM_14_22,7
2YhDTpzxd3c_102_105,4
2YhDTpzxd3c_115_120,5
2YhDTpzxd3c_149_154,5
2YhDTpzxd3c_166_170,4
2YhDTpzxd3c_174_180,6
2YhDTpzxd3c_223_232,8
2YhDTpzxd3c_22_27,5
2YhDTpzxd3c_240_245,5
2YhDTpzxd3c_45_49,4
2YhDTpzxd3c_98_101,4
2jXxtQRy47A_30_38,13
2jkExrrm_sQ_19_25,5
2mUMTFnQWaw_1_9,7
2xpIT0L4GqE_1_10,8
30GeJHYoerk_121_126,5
30GeJHYoerk_63_75,9
30GeJHYoerk_80_85,5
30PpKtVT8Z4_35_50,11
32_A0-er4Ws_16_20,4
39Ce7I6nXIw_96_104,7
3FnUTQMJVXI_31_36,5
3I9tSDU-OSk_17_22,4
3OPQqH3YlHA_50_54,3
3SKyc0aKx70_46_52,5
3_51FhosiVY_93_101,7
3chNlP5TeO8_0_10,9
3doK4FQM5-k_46_57,6
3eqFFRSXwGE_84_96,6
3ftaoFnhTyY_140_150,8
3lBHYoI5V8s_30_45,13
3mbBbFH9fAg_21_29,7
3n_Kqak2JdA_48_71,19
3opDcpPxllE_50_66,12
3qqEKTPxLNs_1_15,12
3ytUOoa1SBE_12_23,10
3zgEl-OLFKE_12_15,4
3zrVqwV29V8_69_76,6
4-1gpwkD7Hc_7_15,7
45AGQSbodbU_5_15,9
47D9-U8hn5I_11_16,5
4D1o4FC8YbA_207_216,15
4D1o4FC8YbA_29_39,16
4Hhdr1IPOGs_1_10,8
4Hhdr1IPOGs_90_98,7
4JVpbYmqfcI_5_19,8
4MjTb5A68VA_111_118,6
4PayIIIOeIs_230_238,13
4PcL6-mjRNk_11_18,7
4PcL6-mjRNk_47_55,8
4QYPZM01xFE_14_26,11
4QdX5Q3qQsQ_38_44,6
4QdX5Q3qQsQ_6_14,7
4R-tumAGrtU_12_22,9
4Tn5S48sCwg_110_118,6
4UOVKok7j1U_1_8,7
4VLrxtf7Z_8_0_7,6
4_WZN7uW0NY_140_145,5
4cgzdXlJksU_83_90,7
4eJJF11bIxM_1_9,7
4ge5_V-xhP0_138_142,5
4ge5_V-xhP0_35_42,7
4ikH9ZRcF2Q_89_105,14
4kQnrKvOTNg_15_24,7
4lXdVS697DQ_10_25,13
4s_0-zIWEog_1_15,12
4t5POXt2e68_5_11,6
4wT7zM8XgXQ_5_11,4
4xVGpDmA4lE_23_33,9
4yYapi-5QYQ_33_57,19
4yf2WP6K1gQ_28_32,4
4z3b4mnw5y4_56_60,4
4zPSShqsq-o_3_16,11
5-8z5U-o4O4_0_3,4
504gE1DA_4g_1_6,5
53dc4z7HLyg_16_23,6
53dc4z7HLyg_25_29,4
57C93mpt6Xo_358_368,9
5AEldiUP408_65_71,6
5CS4nLI2ZX8_50_59,7
5CU2JhYM8tY_14_45,25
5E66Gk3V1Bc_23_30,7
5EXVeP6R3yc_105_108,6
5HAf_INrFy0_3_25,10
5JLi7L1Kwp8_23_30,7
5JSbxHECb-I_97_110,11
5K7Ru5s6YIw_8_11,4
5L5MoemWC6g_10_13,4
5OuYhq6Zl0g_0_10,9
5OvgDatToBU_0_8,7
5P6UU6m3cqk_57_75,13
5PpPOGU_0aA_65_75,9
5QJf-l4lPJw_133_138,5
5U3xz9Ovmhk_214_222,7
5U3xz9Ovmhk_258_265,6
5U3xz9Ovmhk_99_105,5
5U3xz9Ovmhk_9_15,5
5W02895vT8c_312_322,8
5W02895vT8c_460_470,8
5XxshEdcfAM_85_100,13
5XxshEdcfAM_96_107,10
5YJaS2Eswg0_22_26,4
5dZ8PXABC30_14_20,6
5dv8MSWlxoQ_10_40,46
5fDBl1wT2Lk_34_39,5
5fq9iIxxA1s_12_27,11
5l6acVf12S4_7_13,6
5x_OGEdO6Z8_0_21,9
5zkCnHUnoYY_69_74,4
60x_yxy7Sfw_1_7,6
62I8I4sCPPQ_12_30,15
64Xn9edeWRA_0_11,8
6BrHPMdyVtU_1_10,8
6FmN22YcVVE_11_18,7
6GJ1DNOGDAM_223_233,9
6JnGBs88sL0_4_10,5
6KS8R3RxrV8_0_23,10
6Lzq1HN33lE_5_15,8
6Q3ltyPJJMQ_67_72,4
6QbhfbLUtQs_13_23,9
6RlYLTU5gvM_18_24,5
6ZZkO14S7GY_5_15,5
6ZhKOK08tgM_225_233,7
6ZhKOK08tgM_45_49,4
6eokrw6_bjU_1_9,7
6gQu8PWhFoQ_30_35,5
6gQu8PWhFoQ_37_41,5
6mYnZbIwcNo_10_16,6
6njscWrdnM0_8_18,8
6owu8Mow0_g_275_280,5
6owu8Mow0_g_302_307,5
6owu8Mow0_g_384_389,5
6owu8Mow0_g_527_534,7
6owu8Mow0_g_692_697,5
6owu8Mow0_g_850_855,5
6pcqRuFEMLs_46_52,6
6q1dX6thX3E_286_295,7
6r5DmFa5ZR8_51_58,6
6sKdTbRkahM_6_12,5
6sYmDT5et00_301_339,25
6t0BpjwYKco_105_110,5
6t0BpjwYKco_118_127,8
6t0BpjwYKco_142_151,8
6t0BpjwYKco_15_31,13
6t0BpjwYKco_179_183,4
6t0BpjwYKco_200_205,5
6t0BpjwYKco_217_229,10
6t0BpjwYKco_230_240,9
6t0BpjwYKco_240_247,7
6t0BpjwYKco_254_258,4
6t0BpjwYKco_261_284,19
6t0BpjwYKco_46_53,7
6t0BpjwYKco_53_59,6
6t0BpjwYKco_59_69,9
6t0BpjwYKco_71_76,5
6t0BpjwYKco_80_84,4
6vC6AT27RUc_29_46,14
6vSKIUGGLvY_81_87,5
71soiLO6I9U_15_24,5
73vUksucPz8_12_20,7
74tRCYS_534_49_57,7
778mkceE0UQ_40_46,10
77iDIp40m9E_119_123,4
77iDIp40m9E_126_131,5
77iDIp40m9E_159_181,15
77iDIp40m9E_3_9,5
7EOqi_6rnkg_36_44,8
7HcYJKMxpcg_20_28,7
7M-jsjLB20Y_11_30,13
7NNg0_n-bS8_21_30,8
7OGizkf_JEo_191_194,4
7ZE2OzguWHo_28_38,9
7_XASfcYdBk_3_13,5
7bcV-TL9mho_0_7,6
7d1d2WlEnKs_0_12,11
7s0AXJtLL0Y_57_61,4
7uF-2adCsI0_60_67,7
7uOiiA4Kxbo_23_35,10
7xNG7qGY9rw_14_29,13
80D0ylOqPJ8_0_5,4
81fABEiwcIM_31_45,10
88DOMJ11q2M_34_43,8
88DOMJ11q2M_84_87,4
88p7U5CnoYU_1_10,9
8BL9qmFRbd4_6_13,6
8CzlhZtunNc_5_11,5
8D_oQnBPfNo_43_50,7
8HB7ywgJuTg_131_142,10
8MVo7fje_oE_108_113,5
8MVo7fje_oE_113_118,5
8MVo7fje_oE_125_130,5
8MVo7fje_oE_130_136,6
8MVo7fje_oE_139_144,5
8MVo7fje_oE_153_158,5
8MVo7fje_oE_166_171,5
8MVo7fje_oE_180_185,5
8MVo7fje_oE_85_90,5
8NFoN0K3bPg_20_28,7
8PQiaurIiDM_143_151,7
8PQiaurIiDM_173_180,7
8PQiaurIiDM_247_255,7
8PQiaurIiDM_94_99,5
8VUbN3hkdBo_36_50,7
8e0yXMa708Y_24_33,7
8jP8CC2rKj4_80_88,7
8mSUD7JGNO0_174_181,7
8mSUD7JGNO0_198_204,6
8sARjdhSvpo_167_176,15
8yS2wqwActs_2_14,10
8yoUaH6wGLs_22_30,8
8yuPGwxwdPs_1_10,8
8z-XGiU1KN4_9_17,7
93n_oYVCLpk_9_12,3
953PkxFNiko_82_85,3
97JhYpoWxzY_0_4,4
98Alrg4pFXs_148_153,5
98shpdib9sg_55_62,7
992zi9V3oiQ_15_17,3
9BScZRpF7SI_31_36,4
9Bxknsvy3jQ_53_58,5
9HDUADeA2xg_3_31,22
9HTUcMjWB3g_122_128,6
9HTUcMjWB3g_134_138,4
9HTUcMjWB3g_143_151,7
9IrWyZ0KZuk_160_166,6
9LHg5RUGukI_58_63,5
9LHg5RUGukI_63_68,5
9LOJmQQktHA_10_18,4
9LSuyLyuUiM_3_6,4
9OvXb1fot74_21_29,7
9OxQ-2gR1DU_18_38,16
9Q0JfdP36kI_167_170,6
9Q0JfdP36kI_19_27,13
9Q0JfdP36kI_23_28,9
9Q0JfdP36kI_56_64,13
9QI8cgBSGo8_28_41,10
9VG7Elw9TDA_85_91,6
9W6aQNcU3PA_92_103,10
9WpJxn-2h1o_122_150,22
9Wr48VFhZH8_45_50,5
9d57lHEsLU8_1_14,11
9fkS7wqrzAY_13_25,11
9gbUM9oHBNI_557_563,6
9uDPqigcnzw_36_46,5
9wxB1UQi0MM_18_38,16
9xVqwy_4pmQ_36_49,10
9zXqkHvs0po_59_65,6
A6XrTsLsUbA_4_15,10
ACK7SekJWts_140_150,9
ACOmKiJDkA4_121_128,7
ACOmKiJDkA4_130_144,12
ACOmKiJDkA4_146_153,7
ACOmKiJDkA4_161_170,8
ACOmKiJDkA4_175_182,7
ACOmKiJDkA4_20_26,6
ACOmKiJDkA4_23_30,7
ACOmKiJDkA4_47_54,7
ACOmKiJDkA4_49_54,5
ACOmKiJDkA4_57_65,7
ACOmKiJDkA4_67_74,7
ACOmKiJDkA4_75_81,6
AE9UaQwum8c_0_10,8
AEKPjVHSVZc_0_12,6
AGRFy5hDQiY_31_38,7
AJJ-iQkbRNE_97_109,9
AKVBK-0veE8_5_12,6
AQhiE_NL6yY_91_101,9
AX38yo7Wuws_81_91,9
AXL1oMdCFUM_45_59,12
A_nCfAbXjoM_8_56,37
Aa7yf9XtcJM_45_50,5
AdcgmBtE99c_108_114,6
Afmc6FeN-hM_20_24,4
AjZ-R3LFMzo_18_23,5
AjZ-R3LFMzo_24_38,10
AjZ-R3LFMzo_5_10,5
AoNnzlGhI04_112_128,14
ApYvvQK7bBc_6_32,21
Ar70p1_LcfM_2_20,8
ArEWo8pERFc_17_21,4
Ayh26v6Nies_17_22,5
AysIdzGF-7M_6_14,7
AzMrltkXGJk_0_10,8
B-Lsf7ZKf5c_10_25,13
B4foOe9kUgY_0_8,7
B7mP4zoDMwM_0_17,14
BAf3LXFUaGs_28_38,8
BApIQn69EVE_10_16,6
BE_uxYK9uz0_150_168,15
BE_uxYK9uz0_49_56,7
BGG0uYWZBdw_6_12,6
BIqVvRh_cEY_143_149,5
BLXzfdNmydQ_151_156,5
BOLKaQeB6j0_101_111,9
BOv-2HzNPaA_7_12,5
BR4yQFZK9YM_101_110,15
BVilbVCo9sU_1_11,9
BVjvRpmHg0w_121_130,8
BVjvRpmHg0w_157_165,8
BVjvRpmHg0w_231_250,16
BVjvRpmHg0w_47_51,5
BVy9SQI5R68_0_7,4
BefkDBj5gSw_104_109,5
BefkDBj5gSw_233_240,6
BgoOihBb78w_38_40,3
BnJUWwSx1kE_11_22,10
BtQEY2SL4g4_11_16,5
BtQEY2SL4g4_126_132,5
BtQtRGI0F2Q_15_20,5
BvHnDAsMtUA_0_13,11
ByGspTdA1ug_16_24,7
C12BRGGcd5E_101_117,13
C1MNCR1o9lU_0_7,7
C2rDp6FnbP0_10_17,7
C9LHk0AJI7U_196_205,8
C9vRgZDxTv4_26_33,10
CBD9h0jUq3w_1_7,5
CGllPWAwmUo_1_15,12
CHFXTeQWXjo_206_212,5
CHVhwcOg6y8_1_12,10
CL49s8bO6Fg_1_11,5
CTIKmoEigCI_3_30,18
C_1cnNdMwxY_0_8,6
C_DDjCRxTxQ_1_4,4
CcvJs77L-e8_15_22,6
Ce7equ9zCxk_4_19,7
CgWYN5e9K10_30_62,13
Cjf21Y19aUQ_82_86,4
CjvMNwpAFWM_56_66,9
CquJjlNuotg_147_155,7
CulG2SMC7DU_14_25,10
CwPfvoqmV1Q_58_61,3
Cx1We6GX4IM_0_8,8
Cxxx6wJ1jNo_0_10,5
D1X6qXkLjYE_41_49,7
D1tTBncIsm8_198_205,6
D1tTBncIsm8_248_254,5
D1tTBncIsm8_681_688,6
D1tTBncIsm8_725_740,11
D1tTBncIsm8_841_848,6
D2FbgK_kkE8_121_151,46
D9I1Z6O_mbw_112_119,6
D9I1Z6O_mbw_141_146,5
DAmOfcvfKZ0_22_32,8
DB-3-TVjrxU_58_75,14
DBvSfds3FH4_76_80,4
DBvSfds3FH4_84_88,4
DDtX5a-OgLQ_1_15,12
DGQL5lx-mwE_2_12,9
DIToA1dDwGQ_32_42,9
DIebwNHGjm8_133_148,13
DIebwNHGjm8_27_38,10
DJWmm_Q9WvY_1_25,20
DKZg4kIEa0A_31_36,5
DKgHYLDebx0_0_8,7
DLcuZ-HnHZc_0_10,9
DN7jwyL1Xgg_1_19,15
DcDYRpa34W8_11_25,10
De815YpTBic_41_48,6
Dgf0VHMEtNs_57_66,8
DhwrBs96Kgk_120_124,4
DlOhXqKcLXk_7_14,7
DuMkW35BwK8_43_47,3
DvYN53KBDr0_51_62,10
E2r6nnkwl0c_6_18,9
E4k0Aylzdyo_97_104,6
E61HNXjgyqA_22_32,9
E6sqA9QtV5I_195_201,5
EA-J-Y6QjUo_40_61,33
EBWPZIjtnTM_1_6,5
EKL6elkbFy0_16_30,12
EPXsiQw9vvo_1_12,9
EPgQ9QwbsLE_16_23,4
ETUJipdnfOM_0_5,5
EVqc7e8JCco_5_15,5
EXyp0Q7L1zE_30_38,7
Ea0thGZKPXA_25_35,9
Eamd2wMKixs_48_72,17
EdrZtaBUXIo_25_29,4
EiylMb_mWk4_2_20,8
EjAoBKagWQA_132_145,11
Els1Cclg_sk_4_15,8
EpMuCrbxE8A_107_115,8
EqOGzNkekMk_5_15,9
EwTZ2xpQwpA_14_21,7
F1BwUJ4--Qw_21_38,14
F2Ny7rq9RKs_139_148,8
F3pmw2ga244_59_65,6
F44bLc6t7-I_1_8,7
FA3OfhJK0mI_195_203,7
FAD8CbQuvco_35_45,7
FCjpuJaUec0_19_26,7
FGjtmhI-Rmk_30_37,7
FH8vgAp4VDU_10_14,4
FHwC2THZJfA_0_10,9
FOOM-wA2rOY_77_86,8
FTh5zPk34bQ_16_30,10
FWzsXeXCwuc_106_110,4
FWzsXeXCwuc_111_116,5
FXWdmIHXS_U_3_10,3
FavUpD_IjVY_22_26,4
Fe4tO5vW9_E_64_70,5
FeTaKOPVaJg_15_25,8
FeTaKOPVaJg_60_70,8
Ffv7fhL1EDY_177_184,6
FoL7aWvpvNs_199_204,3
FvfjDQj5sOY_1_10,7
FwCmcZpkk-k_22_32,9
FxIuFwMhOu8_18_26,8
G-M78KIy19E_315_330,13
G6w6kO8UPyg_31_41,5
GEXqMH8I3_w_14_18,3
GEXqMH8I3_w_63_68,3
GMuijLIJH-U_1_10,8
GPT4vUwlrXY_1_10,5
GPyFZMJ5Dow_56_70,12
GWQTAe64m-0_160_166,6
GWQTAe64m-0_91_94,4
GY5Dl00LrEI_2_13,8
G_hxdUG6QXE_23_28,5
GcfWD62sbcs_13_33,16
Gh4Beb8StFM_29_50,17
GlW6n43pUQA_0_12,9
Gm1WnWVXYzQ_0_9,8
Gn4Iv5ARIXc_37_40,4
Gn4Iv5ARIXc_83_93,9
GnwKcpfr_ng_10_20,9
GnwKcpfr_ng_47_57,9
Goj131_GxYs_2_7,5
GopEjCCu2jo_2_9,6
GtrTNldo0LI_33_46,11
Gw0FU733zzg_58_66,7
GyIs9B3A1Z0_0_7,3
GzlnqrzdYHU_32_40,7
H1Bok7Dg7g8_21_26,5
H7vezmDeZaw_2_7,4
H9Oplnr8WcE_24_34,7
HAjwXjwN9-A_16_24,7
HBCJYhUjVf0_0_9,8
HDcIB1e9s5A_28_34,5
HJHPB_Y8GZE_22_28,5
HJHPB_Y8GZE_259_263,4
HM-ZDoRWiH4_0_5,5
HN-ccxID8IM_3_10,6
HO_ovIrLWfQ_1_11,8
HPFLN5azwtA_56_63,7
HV12kTtdTT4_5_14,8
HVR7KpItLfA_62_70,7
HYbEf-JKZnA_13_26,11
HZ-BuDDmvVk_0_10,9
HZqscSWtHmo_24_34,9
Hd-NeIhbYGc_28_31,4
Hd-NeIhbYGc_43_48,5
He7Ge7Sogrk_47_70,16
HkpUWzNNVt4_20_30,9
HkuOqWzXYVg_0_12,11
HmVPxs4ygMc_44_53,8
HqbVbPvlDoM_0_11,10
Hu9Sq1RvuoA_19_62,34
HxRK-WqZ5Gk_30_50,16
HypgcCT1r68_38_46,7
HzYtvOYOEoU_21_32,8
I9gLTZY1ouc_142_147,5
IAvBB2lv8iw_142_148,6
IBgsLmDcL78_80_84,4
ID2xXlUENG0_19_24,5
IEQyCcageGg_99_126,12
IHIa75B9AhI_2_26,11
INDhUwDMg-4_220_227,6
ITNh8tWZPOA_5_25,17
IWhrWLOAin0_1_4,4
IY1Fn796MoY_7_10,4
I_-Nb_0RxpM_1_15,7
IhwPQL9dFYc_124_129,5
IhwPQL9dFYc_130_136,6
IhwPQL9dFYc_137_143,6
IhwPQL9dFYc_143_147,4
IhwPQL9dFYc_153_170,14
IhwPQL9dFYc_171_175,4
IhwPQL9dFYc_24_30,6
IhwPQL9dFYc_50_59,8
IhwPQL9dFYc_61_75,12
IhwPQL9dFYc_78_88,9
IhzXQ-gc9IQ_125_129,4
IiIiY6o-C9k_49_55,6
IiIiY6o-C9k_59_64,5
IiTzJQE67FA_36_46,9
IiTzJQE67FA_74_86,11
IpHJffM3G1c_412_418,6
IpHJffM3G1c_439_446,7
IpHJffM3G1c_464_470,6
ItFqogTmAvQ_240_246,5
ItFqogTmAvQ_281_286,5
ItFqogTmAvQ_361_365,4
ItFqogTmAvQ_389_395,5
ItFqogTmAvQ_48_52,4
Ixw6wmoC_xg_116_126,9
Ixw6wmoC_xg_60_70,9
IytNBm8WA1c_63_67,4
J---aiyznGQ_0_6,4
J3_hkgu6MGc_43_52,8
J4otiwOjQy8_98_112,10
J7zb8YXrmIA_93_99,4
J8cP93yG1Ao_14_24,9
JAFGw0WRHHU_108_116,8
JIKaIriiK8w_0_15,13
JIoiUNOXGaI_34_41,5
JIoiUNOXGaI_8_13,4
JIoiUNOXGaI_98_104,5
JK1R9k1WDpc_6_15,8
JM4913Fe-ic_4_15,8
JMUAylpXzG0_45_62,14
JXSkYkiKO0I_112_116,4
JXSkYkiKO0I_42_46,4
JYNzY9jmsQQ_2_10,7
J_evFB7RIKA_104_120,7
Jag7oTemldY_12_25,10
Je3V7U5Ctj4_488_495,7
Je3V7U5Ctj4_504_511,7
Je3V7U5Ctj4_558_563,5
Je3V7U5Ctj4_569_576,7
Je3V7U5Ctj4_582_587,5
Je3V7U5Ctj4_634_639,5
Je3V7U5Ctj4_760_765,5
Je3V7U5Ctj4_768_773,5
Je3V7U5Ctj4_956_961,5
Je3V7U5Ctj4_997_1004,7
Jfu-WkuCgD0_140_150,9
JhCvLmf9yr0_46_50,4
Jj4uYHr65H8_28_35,6
JktNQQnLblQ_4_9,5
JledeVyklPw_1_6,5
JnNe61UZsdM_42_51,7
JnNe61UZsdM_78_88,7
JntMAcTlOF0_50_70,14
JpjAgSvr42k_0_12,10
JsD6uEZsIsU_1_47,36
JsD6uEZsIsU_45_58,11
JsmHZlUgf1w_0_21,17
Jxw16bqzVqE_18_28,9
K-KVz3eqbnA_1_10,8
K-czl524zxk_6_15,8
K1ZM0LSLVw8_481_487,6
K1ZM0LSLVw8_488_494,6
K2LxyytY3Dw_104_112,7
K6xy6C-Hsa0_2_28,10
KFt5Zz5Mwlo_12_30,13
KIEWo_xJ5nU_0_7,7
KPPCwmU5OHQ_227_238,10
KPPCwmU5OHQ_258_266,7
KPPCwmU5OHQ_424_430,6
KPPCwmU5OHQ_467_472,5
KPPCwmU5OHQ_480_486,6
KPPCwmU5OHQ_56_62,6
KUc1cWKXjDc_20_30,9
KeSQ5Rv7eH8_73_79,6
Kf8oZGHDTt4_4_13,8
Kms3EXosNS0_8_17,8
KpmVL4ANieA_0_9,7
KqKUXRHHkCc_101_105,4
Kqb-mmkEWqU_1_5,4
KrBeBabazDU_15_20,5
Kxa0mnDj0bs_113_124,10
Kxa0mnDj0bs_15_20,5
L6dEUQ6WiHY_136_142,6
L6dEUQ6WiHY_171_186,13
L8h2DazQZJY_0_10,9
L9wD3kw-8FE_65_73,7
LEz0puaKNTk_38_48,5
LF51fban_x4_300_325,20
LLkehH86ABY_30_36,5
LQ-jv8g1YVI_1_6,5
LSuVRWPoHr0_0_37,29
LYSPQqUvNO0_43_57,7
LacBy2NT3YQ_12_17,5
Li3umATsU0E_1_5,4
LjimLwAhAOQ_5_15,8
LqPIBHAmt4E_22_30,6
Lr8ds5iY5uk_8_15,6
Lt1JijkvSKk_0_10,5
LuQ0KiMMhoI_49_64,7
Lw0eGsYxElA_11_14,4
LwicaralvS0_90_104,10
LwvyrDxM2G0_0_11,9
Ly5D0z9gKtc_15_20,4
LyYJiKxHZz0_0_10,5
Lyp7MiaCXNE_114_120,6
M4It3DrhbE0_13_22,8
MF88IYF2MHY_25_59,26
MHIVmf42Ao4_31_36,5
MHWxjWwAbwM_10_25,13
MICawzo1MqI_3_13,9
MJNStEgDKXU_3_10,7
MJoxGpEswOI_9_16,7
MMnnqzOoMF0_68_72,4
MPuKVz3sjBA_1_12,4
MSrJTeKNzdI_32_36,4
MTjrZthHwJQ_2_11,5
MTkGPfMRXtc_5_21,13
MW21lp833Vo_143_149,6
MW21lp833Vo_8_16,7
MWvCcwTw7Ac_154_181,18
MWvCcwTw7Ac_78_86,7
MWzeInQaUk4_12_20,7
MY-rGamtAJc_6_22,8
M_TP6UTrh30_343_358,13
MdOAr_4FJvc_5_15,9
MoqC84sXu88_47_59,4
MqS82kBtUHQ_0_12,9
MrMG15y3rWU_5_13,5
MrQd1zUVRUM_103_110,7
Ms3QdGIzltU_10_20,7
Ms3QdGIzltU_1_16,10
Mutb8BHFvzk_15_20,5
MwOEK-KXSPc_1_10,8
N2Cm0SLr0ZE_18_29,10
N3A7944_UJw_63_70,7
N5wsl86P37Q_1_15,17
N6SglZopfmk_97_111,12
NFxWwI0J3As_78_84,5
NKtfKR4GNjU_0_20,14
NMlKMfiHSho_1_15,12
NNYLo1OeZ-Q_48_54,5
NUYu9c9XsgY_7_21,7
NV6pq1W-I4g_7_16,7
NVGGgncVq-4_111_117,5
NVGGgncVq-4_12_20,7
NZWiKMZS_k8_39_48,8
NaX51emUDn4_0_20,17
NbOlG7THecM_25_34,8
Nd45qJn61Dw_0_10,9
Ne87egvJnWo_0_3,3
NjCqtzZ3OtU_303_307,3
NjCqtzZ3OtU_62_67,5
NjblUomxFQo_100_108,8
NoCgvH4xZHo_240_251,10
NoCgvH4xZHo_56_63,7
NoCgvH4xZHo_68_74,6
O06WXS_XZN0_0_6,9
