video_id,gop_count
video1796,16
video1797,14
video1798,20
video1799,12
video18,12
video180,12
video1800,10
video1801,13
video1802,16
video1803,8
video1804,16
video1805,9
video1806,9
video1807,9
video1808,17
video1809,10
video181,8
video1810,11
video1811,14
video1812,18
video1813,13
video1814,7
video1815,15
video1816,10
video1817,13
video1818,8
video1819,8
video182,10
video1820,8
video1821,8
video1822,18
video1823,11
video1824,14
video1825,12
video1826,10
video1827,13
video1828,9
video1829,9
video183,12
video1830,9
video1831,9
video1832,13
video1833,19
video1834,10
video1835,11
video1836,14
video1837,9
video1838,19
video1839,12
video184,13
video1840,7
video1841,9
video1842,9
video1843,10
video1844,11
video1845,11
video1846,19
video1847,9
video1848,10
video1849,16
video185,8
video1850,19
video1851,10
video1852,9
video1853,8
video1854,12
video1855,9
video1856,13
video1857,10
video1858,9
video1859,7
video186,8
video1860,13
video1861,10
video1862,10
video1863,10
video1864,10
video1865,8
video1866,10
video1867,9
video1868,18
video1869,13
video187,12
video1870,9
video1871,9
video1872,10
video1873,19
video1874,10
video1875,13
video1876,13
video1877,11
video1878,10
video1879,9
video188,10
video1880,11
video1881,10
video1882,13
video1883,16
video1884,20
video1885,23
video1886,9
video1887,11
video1888,8
video1889,8
video189,8
video1890,17
video1891,10
video1892,19
video1893,13
video1894,10
video1895,13
video1896,12
video1897,13
video1898,10
video1899,18
video19,11
video190,11
video1900,14
video1901,9
video1902,9
video1903,16
video1904,10
video1905,10
video1906,19
video1907,7
video1908,13
video1909,12
video191,9
video1910,10
video1911,13
video1912,8
video1913,11
video1914,10
video1915,11
video1916,8
video1917,14
video1918,8
video1919,12
video192,9
video1920,8
video1921,13
video1922,10
video1923,8
video1924,14
video1925,10
video1926,13
video1927,8
video1928,22
video1929,9
video193,8
video1930,12
video1931,13
video1932,12
video1933,19
video1934,16
video1935,22
video1936,8
video1937,7
video1938,15
video1939,24
video194,15
video1940,11
video1941,13
video1942,15
video1943,13
video1944,13
video1945,10
video1946,10
video1947,9
video1948,22
video1949,10
video195,10
video1950,9
video1951,9
video1952,10
video1953,9
video1954,10
video1955,11
video1956,10
video1957,11
video1958,20
video1959,10
video196,10
video1960,10
video1961,9
video1962,11
video1963,8
video1964,9
video1965,11
video1966,9
video1967,19
video1968,9
video1969,9
video197,8
video1970,10
video1971,12
video1972,20
video1973,10
video1974,10
video1975,4
video1976,10
video1977,10
video1978,19
video1979,10
video198,11
video1980,9
video1981,22
video1982,8
video1983,22
video1984,10
video1985,23
video1986,11
video1987,13
video1988,13
video1989,13
video199,11
video1990,8
video1991,10
video1992,10
video1993,10
video1994,11
video1995,13
video1996,15
video1997,10
video1998,10
video1999,10
video2,9
video20,10
video200,10
video2000,10
video2001,16
video2002,17
video2003,10
video2004,19
video2005,18
video2006,19
video2007,10
video2008,8
video2009,10
video201,12
video2010,9
video2011,10
video2012,11
video2013,13
video2014,11
video2015,11
video2016,10
video2017,13
video2018,20
video2019,15
video202,16
video2020,9
video2021,8
video2022,15
video2023,7
video2024,13
video2025,10
video2026,12
video2027,10
video2028,9
video2029,9
video203,11
video2030,10
video2031,8
video2032,9
video2033,9
video2034,10
video2035,7
video2036,7
video2037,11
video2038,11
video2039,9
video204,13
video2040,22
video2041,10
video2042,12
video2043,13
video2044,12
video2045,10
video2046,11
video2047,11
video2048,19
video2049,12
video205,10
video2050,10
video2051,6
video2052,19
video2053,11
video2054,12
video2055,11
video2056,9
video2057,7
video2058,10
video2059,10
video206,8
video2060,16
video2061,10
video2062,22
video2063,10
video2064,9
video2065,8
video2066,12
video2067,10
video2068,10
video2069,19
video207,8
video2070,12
video2071,16
video2072,22
video2073,11
video2074,11
video2075,13
video2076,11
video2077,11
video2078,11
video2079,13
video208,9
video2080,20
video2081,8
video2082,10
video2083,8
video2084,10
video2085,10
video2086,8
video2087,9
video2088,16
video2089,19
video209,10
video2090,10
video2091,22
video2092,22
video2093,10
video2094,10
video2095,8
video2096,10
video2097,12
video2098,8
video2099,9
video21,22
video210,15
video2100,8
video2101,10
video2102,10
video2103,13
video2104,9
video2105,6
video2106,10
video2107,9
video2108,8
video2109,8
video211,10
video2110,9
video2111,9
video2112,13
video2113,13
video2114,16
video2115,10
video2116,8
video2117,22
video2118,13
video2119,16
video212,12
video2120,11
video2121,16
video2122,19
video2123,10
video2124,13
video2125,9
video2126,8
video2127,8
video2128,11
video2129,12
video213,21
video2130,10
video2131,8
video2132,16
video2133,11
video2134,8
video2135,12
video2136,12
video2137,8
video2138,16
video2139,14
video214,11
video2140,10
video2141,10
video2142,7
video2143,10
video2144,13
video2145,9
video2146,10
video2147,16
video2148,10
video2149,19
video215,14
video2150,9
video2151,9
video2152,15
video2153,8
video2154,16
video2155,16
video2156,8
video2157,19
video2158,11
video2159,10
video216,8
video2160,10
video2161,13
video2162,13
video2163,10
video2164,8
video2165,11
video2166,19
video2167,10
video2168,16
video2169,13
video217,8
video2170,8
video2171,9
video2172,9
video2173,10
video2174,8
video2175,19
video2176,17
video2177,13
video2178,13
video2179,10
video218,13
video2180,10
video2181,9
video2182,17
video2183,8
video2184,13
video2185,10
video2186,10
video2187,13
video2188,9
video2189,10
video219,10
video2190,11
video2191,10
video2192,13
video2193,10
video2194,18
video2195,8
video2196,9
video2197,15
video2198,8
video2199,11
video22,9
video220,11
video2200,14
video2201,8
video2202,10
video2203,15
video2204,12
video2205,16
video2206,18
video2207,20
video2208,9
video2209,9
video221,24
video2210,11
video2211,16
video2212,9
video2213,13
video2214,16
video2215,17
video2216,12
video2217,18
video2218,8
video2219,11
video222,17
video2220,10
video2221,8
video2222,12
video2223,9
video2224,22
video2225,10
video2226,17
video2227,10
video2228,8
video2229,9
video223,9
video2230,8
video2231,11
video2232,8
video2233,13
video2234,12
video2235,9
video2236,8
video2237,10
video2238,15
video2239,10
video224,10
video2240,17
video2241,9
video2242,20
video2243,21
video2244,23
video2245,10
video2246,8
video2247,9
video2248,21
video2249,10
video225,13
video2250,11
video2251,9
video2252,5
video2253,17
video2254,10
video2255,13
video2256,19
video2257,12
video2258,10
video2259,11
video226,10
video2260,9
video2261,19
video2262,8
video2263,16
video2264,10
video2265,15
video2266,13
video2267,12
video2268,10
video2269,9
video227,10
video2270,9
video2271,13
video2272,9
video2273,22
video2274,9
video2275,13
video2276,11
video2277,22
video2278,23
video2279,11
video228,10
video2280,10
video2281,10
video2282,12
video2283,9
video2284,12
video2285,13
video2286,18
video2287,11
video2288,13
video2289,9
video229,10
video2290,11
video2291,11
video2292,13
video2293,11
video2294,11
video2295,17
video2296,10
video2297,10
video2298,10
video2299,13
video23,10
video230,6
video2300,10
video2301,15
video2302,17
video2303,8
video2304,9
video2305,10
video2306,18
video2307,7
video2308,13
video2309,12
video231,10
video2310,14
video2311,11
video2312,10
video2313,10
video2314,16
video2315,18
video2316,8
video2317,12
video2318,10
video2319,12
video232,13
video2320,10
video2321,11
video2322,9
video2323,7
video2324,16
video2325,8
video2326,9
video2327,10
video2328,9
video2329,9
video233,14
video2330,16
video2331,18
video2332,11
video2333,10
video2334,16
video2335,9
video2336,16
video2337,11
video2338,10
video2339,8
video234,19
video2340,13
video2341,9
video2342,10
video2343,15
video2344,10
video2345,10
video2346,8
video2347,9
video2348,13
video2349,10
video235,17
video2350,9
video2351,9
video2352,8
video2353,10
video2354,9
video2355,9
video2356,15
video2357,10
video2358,9
video2359,10
video236,20
video2360,19
video2361,24
video2362,10
video2363,12
video2364,19
video2365,9
video2366,8
video2367,13
video2368,19
video2369,11
video237,8
video2370,9
video2371,10
video2372,13
video2373,10
video2374,9
video2375,16
video2376,11
video2377,10
video2378,10
video2379,16
video238,10
video2380,10
video2381,11
video2382,8
video2383,10
video2384,10
video2385,8
video2386,9
video2387,4
video2388,16
video2389,23
video239,6
video2390,10
video2391,22
video2392,13
video2393,10
video2394,12
video2395,10
video2396,8
video2397,7
video2398,10
video2399,16
video24,10
video240,13
video2400,10
video2401,11
video2402,8
video2403,8
video2404,12
video2405,10
video2406,9
video2407,8
video2408,16
video2409,8
video241,10
video2410,9
video2411,10
video2412,5
video2413,10
video2414,10
video2415,8
video2416,16
video2417,10
video2418,9
video2419,16
video242,7
video2420,9
video2421,10
video2422,10
video2423,11
video2424,18
video2425,9
video2426,12
video2427,8
video2428,9
video2429,8
video243,9
video2430,10
video2431,12
video2432,9
video2433,9
video2434,20
video2435,10
video2436,7
video2437,14
video2438,9
video2439,16
video244,9
video2440,12
video2441,8
video2442,15
video2443,9
video2444,5
video2445,10
video2446,9
video2447,10
video2448,10
video2449,8
video245,13
video2450,9
video2451,8
video2452,13
video2453,9
video2454,8
video2455,9
video2456,7
video2457,17
video2458,8
video2459,10
video246,8
video2460,10
video2461,9
video2462,9
video2463,10
video2464,10
video2465,19
video2466,10
video2467,18
video2468,12
video2469,11
video247,13
video2470,8
video2471,9
video2472,11
video2473,12
video2474,10
video2475,10
video2476,8
video2477,22
video2478,13
video2479,7
video248,9
video2480,18
video2481,12
video2482,13
video2483,11
video2484,18
video2485,9
video2486,10
video2487,10
video2488,10
video2489,8
video249,12
video2490,10
video2491,11
video2492,17
video2493,10
video2494,9
video2495,13
video2496,13
video2497,7
video2498,15
video2499,16
video25,13
video250,3
video2500,10
video2501,15
video2502,10
video2503,11
video2504,10
video2505,11
video2506,9
video2507,9
video2508,7
video2509,12
video251,8
video2510,8
video2511,8
video2512,10
video2513,12
video2514,19
video2515,9
video2516,23
video2517,14
video2518,13
video2519,15
video252,13
video2520,10
video2521,12
video2522,19
video2523,17
video2524,8
video2525,9
video2526,13
video2527,9
video2528,10
video2529,10
video253,13
video2530,10
video2531,10
video2532,11
video2533,10
video2534,10
video2535,10
video2536,10
video2537,12
video2538,13
video2539,10
video254,12
video2540,8
video2541,10
video2542,11
video2543,14
video2544,10
video2545,11
video2546,10
video2547,8
video2548,16
video2549,10
video255,8
video2550,9
video2551,19
video2552,9
video2553,13
video2554,11
video2555,9
video2556,8
video2557,8
video2558,19
video2559,9
video256,11
video2560,8
video2561,10
video2562,8
video2563,8
video2564,8
video2565,15
video2566,10
video2567,10
video2568,10
video2569,12
video257,12
video2570,13
video2571,12
video2572,13
video2573,8
video2574,10
video2575,9
video2576,10
video2577,17
video2578,8
video2579,9
video258,10
video2580,9
video2581,10
video2582,10
video2583,10
video2584,10
video2585,12
video2586,13
video2587,9
video2588,24
video2589,9
video259,10
video2590,13
video2591,14
video2592,10
video2593,11
video2594,10
video2595,16
video2596,9
video2597,10
video2598,8
video2599,10
video26,14
video260,16
video2600,16
video2601,14
video2602,13
video2603,9
video2604,11
video2605,10
video2606,11
video2607,22
video2608,9
video2609,11
video261,12
video2610,10
video2611,14
video2612,9
video2613,14
video2614,7
video2615,10
video2616,10
video2617,13
video2618,9
video2619,12
video262,10
video2620,13
video2621,14
video2622,22
video2623,12
video2624,8
video2625,10
video2626,9
video2627,18
video2628,9
video2629,12
video263,9
video2630,23
video2631,12
video2632,8
video2633,10
video2634,10
video2635,9
video2636,10
video2637,16
video2638,8
video2639,13
video264,17
video2640,10
video2641,19
video2642,5
video2643,10
video2644,13
video2645,19
video2646,11
video2647,16
video2648,10
video2649,13
video265,8
video2650,9
video2651,9
video2652,16
video2653,10
video2654,6
video2655,9
video2656,8
video2657,9
video2658,10
video2659,15
video266,8
video2660,8
video2661,8
video2662,12
video2663,7
video2664,8
video2665,13
video2666,8
video2667,8
video2668,13
video2669,16
video267,12
video2670,13
video2671,13
video2672,10
video2673,8
video2674,13
video2675,10
video2676,13
video2677,8
video2678,10
video2679,11
video268,10
video2680,20
video2681,8
video2682,10
video2683,9
video2684,8
video2685,11
video2686,8
video2687,13
video2688,11
video2689,12
video269,10
video2690,8
video2691,9
video2692,11
video2693,24
video2694,7
video2695,10
video2696,10
video2697,10
video2698,10
video2699,18
video27,14
video270,15
video2700,9
video2701,11
video2702,22
video2703,10
video2704,20
video2705,16
video2706,10
video2707,11
video2708,10
video2709,11
video271,15
video2710,9
video2711,18
video2712,11
video2713,9
video2714,13
video2715,16
video2716,10
video2717,14
video2718,9
video2719,10
video272,11
video2720,7
video2721,14
video2722,9
video2723,16
video2724,10
video2725,10
video2726,10
video2727,9
video2728,18
video2729,8
video273,16
video2730,8
video2731,10
video2732,12
video2733,10
video2734,16
video2735,18
video2736,10
video2737,16
video2738,9
video2739,8
video274,10
video2740,17
video2741,7
video2742,13
video2743,11
video2744,9
video2745,10
video2746,10
video2747,9
video2748,15
video2749,8
video275,14
video2750,12
video2751,8
video2752,10
video2753,10
video2754,8
video2755,8
video2756,12
video2757,16
video2758,15
video2759,9
video276,9
video2760,13
video2761,13
video2762,10
video2763,12
video2764,10
video2765,11
video2766,10
video2767,10
video2768,10
video2769,9
video277,16
video2770,15
video2771,13
video2772,11
video2773,9
video2774,10
video2775,9
video2776,12
video2777,14
video2778,13
video2779,11
video278,8
video2780,10
video2781,11
video2782,13
video2783,10
video2784,12
video2785,19
video2786,20
video2787,15
video2788,6
video2789,16
video279,9
video2790,8
video2791,13
video2792,8
video2793,8
video2794,10
video2795,9
video2796,10
video2797,8
video2798,13
video2799,9
video28,7
video280,8
video2800,13
video2801,12
video2802,9
video2803,8
video2804,15
video2805,10
video2806,10
video2807,15
video2808,9
video2809,13
video281,7
video2810,9
video2811,13
video2812,12
video2813,10
video2814,14
video2815,13
video2816,10
video2817,11
video2818,9
video2819,12
video282,11
video2820,16
video2821,8
video2822,15
video2823,13
video2824,6
video2825,9
video2826,9
video2827,13
video2828,20
video2829,16
video283,13
video2830,12
video2831,7
video2832,8
video2833,22
video2834,15
video2835,14
video2836,8
video2837,8
video2838,10
video2839,13
video284,9
video2840,8
video2841,10
video2842,9
video2843,9
video2844,13
video2845,15
video2846,8
video2847,11
video2848,8
video2849,9
video285,9
video2850,13
video2851,18
video2852,9
video2853,14
video2854,10
video2855,13
video2856,13
video2857,13
video2858,10
video2859,8
video286,17
video2860,20
video2861,10
video2862,9
video2863,10
video2864,15
video2865,13
video2866,12
video2867,10
video2868,10
video2869,9
video287,16
video2870,7
video2871,14
video2872,9
video2873,20
video2874,13
video2875,11
video2876,8
video2877,10
video2878,12
video2879,7
video288,13
video2880,9
video2881,11
video2882,15
video2883,11
video2884,15
video2885,12
video2886,10
video2887,10
video2888,9
video2889,8
video289,7
video2890,10
video2891,8
video2892,10
video2893,10
video2894,10
video2895,8
video2896,9
video2897,9
video2898,9
video2899,10
video29,10
video290,10
video2900,16
video2901,8
video2902,13
video2903,11
video2904,14
video2905,23
video2906,12
video2907,12
video2908,13
video2909,12
video291,10
video2910,10
video2911,11
video2912,9
video2913,20
video2914,10
video2915,8
video2916,12
video2917,9
video2918,7
video2919,12
video292,10
video2920,9
video2921,10
video2922,16
video2923,13
video2924,20
video2925,8
video2926,21
video2927,13
video2928,13
video2929,16
video293,18
video2930,8
video2931,18
video2932,9
video2933,11
video2934,14
video2935,16
video2936,10
video2937,10
video2938,10
video2939,19
video294,8
video2940,22
video2941,19
video2942,19
video2943,21
video2944,10
video2945,8
video2946,8
video2947,15
video2948,10
video2949,11
video295,10
video2950,14
video2951,8
video2952,9
video2953,16
video2954,15
video2955,10
video2956,12
video2957,13
video2958,9
video2959,9
video296,10
video2960,9
video2961,15
video2962,12
video2963,8
video2964,13
video2965,9
video2966,10
video2967,16
video2968,11
video2969,10
video297,9
video2970,12
video2971,15
video2972,9
video2973,10
video2974,8
video2975,12
video2976,10
video2977,10
video2978,10
video2979,10
video298,12
video2980,15
video2981,9
video2982,9
video2983,10
video2984,11
video2985,10
video2986,8
video2987,8
video2988,10
video2989,9
video299,10
video2990,8
video2991,7
video2992,12
video2993,12
video2994,13
video2995,10
video2996,8
video2997,12
video2998,8
video2999,10
video3,7
video30,10
video300,18
video3000,12
video3001,8
video3002,8
video3003,10
video3004,10
video3005,8
video3006,23
video3007,17
video3008,11
video3009,13
video301,10
video3010,10
video3011,9
video3012,13
video3013,8
video3014,12
video3015,8
video3016,16
video3017,10
video3018,18
video3019,7
video302,22
video3020,9
video3021,9
video3022,7
video3023,4
video3024,7
video3025,16
video3026,19
video3027,14
video3028,11
video3029,10
video303,16
video3030,9
video3031,24
video3032,9
video3033,9
video3034,8
video3035,13
video3036,15
video3037,11
video3038,10
video3039,8
video304,8
video3040,11
video3041,9
video3042,13
video3043,17
video3044,10
video3045,8
video3046,10
video3047,13
video3048,12
video3049,10
video305,9
video3050,14
video3051,12
video3052,13
video3053,9
video3054,11
video3055,9
video3056,9
video3057,20
video3058,9
video3059,19
video306,8
video3060,9
video3061,13
video3062,10
video3063,8
video3064,12
video3065,9
video3066,10
video3067,10
video3068,11
video3069,10
video307,16
video3070,10
video3071,4
video3072,9
video3073,17
video3074,8
video3075,16
video3076,9
video3077,10
video3078,22
video3079,8
video308,9
video3080,13
video3081,11
video3082,10
video3083,10
video3084,10
video3085,12
video3086,14
video3087,9
video3088,19
video3089,9
video309,15
video3090,9
video3091,16
video3092,8
video3093,17
video3094,10
video3095,21
video3096,12
video3097,10
video3098,10
video3099,12
video31,13
video310,12
video3100,10
video3101,10
video3102,10
video3103,22
video3104,14
video3105,8
video3106,10
video3107,7
video3108,8
video3109,10
video311,13
video3110,8
video3111,8
video3112,9
video3113,17
video3114,10
video3115,13
video3116,11
video3117,10
video3118,8
video3119,13
video312,11
video3120,14
video3121,9
video3122,11
video3123,22
video3124,19
video3125,10
video3126,13
video3127,9
video3128,6
video3129,10
video313,11
