video_id,gop_count
r5x-tVRh5w0_000001_000011,7
_x4mCGtZMOg_000108_000118,8
wykwsGRhYa0_000000_000010,9
sbqllWzcP2M_000344_000354,9
axnyoP-tSgM_000093_000103,7
0TnvuEqb8gM_000013_000023,7
J4QFfpVJDak_000095_000105,7
7F_pF1j8yY4_000016_000026,8
1ntZz8Xqrhg_000003_000013,8
ognDVWEpuOg_000031_000041,8
5F1zAM_etrM_000502_000512,8
s-bHUbr-4p8_000001_000011,8
6Q2T6tV7v_Q_000032_000042,9
IJr83ksSr7I_000000_000010,8
Qk737bH1foM_000000_000010,7
abYeUHaagpk_000075_000085,8
XjFJrGwE-VM_000000_000010,9
cPpLGpyeK5s_000030_000040,9
CVmh-a1APJc_000006_000016,5
26eJBO0Z6-U_000000_000010,4
fRBJY5RHN_s_000022_000032,9
M43v_hrH44A_000009_000019,4
Xvuq6Frk_Jo_000004_000014,7
ej-ZMIHobVo_000072_000082,9
7-tFeQHdeqU_000020_000030,8
PPvE2xAmD98_000063_000073,6
-dHjiNfYz4E_000015_000025,4
iyC7e2CmXO8_000029_000039,9
NFkLcIzScto_000070_000080,8
IYFifBJ9lH8_000004_000014,9
3xOWkQtTuqs_000000_000010,3
uzE1-ud-Ho4_000070_000080,9
HQeI597zZPM_000045_000055,7
jZfXAIU4rZ4_000073_000083,8
GZQMgahZpqo_000125_000135,8
qxGte9NisMA_000062_000072,9
c6hFGFNcvtI_000183_000193,6
JfUOjWB0tZ0_000000_000010,9
7t9t19P_F8w_000000_000010,9
PNa2_ye6KQo_000023_000033,9
N5zwcsTS4d8_000002_000012,9
BM8iwXaiwKg_000000_000010,5
iS6ZcyoQlTo_000095_000105,4
1xfqA58Kqhg_000041_000051,5
r5P6OizurCk_000004_000014,4
YVZIirTvnlY_000082_000092,8
r83UnE5VLC8_000165_000175,9
pQuQtmFySKE_000000_000010,8
A5kKqqwOLt8_000043_000053,8
NJ8NI_kjhTU_000000_000010,5
E4pjWzLT4Bs_000000_000010,9
_zQEoveayj8_000000_000010,8
j2aypNlgPtU_000009_000019,8
AjmI_Z4evMI_000021_000031,7
B14efst5Tiw_000005_000015,5
48ehUB-p5-M_000000_000010,8
9gxBts17urA_000323_000333,9
ZGS_NrLWsmc_000006_000016,8
IEiAGXFWHlc_000017_000027,9
gicTnDJ5y7g_000006_000016,8
OtswPfrPTQ0_000044_000054,6
mgH-po4ZbsI_000195_000205,5
_IrTDkCFrjA_000245_000255,9
atNQXjzboyQ_000000_000010,4
M6EKuuZ7C2E_000100_000110,7
qGVSs1HiO-Q_000063_000073,8
_TCObKqRwtQ_000024_000034,8
feHdqUBdABI_000275_000285,4
1tu1_j02-t0_000012_000022,5
i49d4pavMb0_000029_000039,9
A8kfL8GEAv0_000049_000059,5
99zDLR2acf4_000003_000013,8
2bnoDsLyO8s_000053_000063,9
-5NObVvJedg_000001_000011,4
uWLg33tanW8_000232_000242,5
_TN7CWQ9_XE_000002_000012,7
sH0JPSqiHsc_000068_000078,9
3ivMEWFvM1M_000012_000022,4
-q0sHf5rriY_000025_000035,8
mrKntbg0ibw_000068_000078,8
wPv6ODnrLAE_000044_000054,7
Tus4fJZocX4_000029_000039,9
fM3XSmqe1qE_000005_000015,4
P6RzE2sCfDg_000068_000078,7
Y_tZkY-2Xi0_000000_000010,9
pa61XE8g5c0_000253_000263,4
Pg0BgPB1SY4_000262_000272,5
q0PZBq8tm6U_000052_000062,7
4dUP1dPo0sE_000022_000032,9
IfBALtOuyv4_000002_000012,9
tdvTtuExYPc_000321_000331,9
S54D6OCbkbM_000044_000054,8
PcZuDZk65JM_000101_000111,9
IgDcIy4bNAc_000213_000223,9
K57k1jX8C8I_000000_000010,9
XFYMcJyWLOc_000025_000035,9
NoVUexplPxI_000191_000201,8
r7kq8tUrSVg_000001_000011,5
tR58N2lNV_w_000169_000179,9
217DuSmGjWU_000018_000028,8
ca0GB_PLmDQ_000189_000199,8
uyjHIKkekV8_000002_000012,9
PFJL-jIwDj8_000000_000010,9
0GqiiCEunbw_000041_000051,7
ueNk8_69WOE_000002_000012,4
3APHysxsZRk_000012_000022,6
1f1GgvbqPhU_000002_000012,9
BlHNGhui6LA_000021_000031,7
-ORYjC-0F8I_000000_000010,9
B-mWdWjAbjQ_000314_000324,5
Rvin2blbFCg_000027_000037,9
tkv9hTAJFeg_000003_000013,5
PRj9vmbMZ10_000036_000046,9
xwxFIv2TZD0_000046_000056,5
_2zXAtOKXm0_000004_000014,9
AhqzLqgBmfI_000000_000010,9
eLdo3oyP5G0_000025_000035,9
8Q77fMbqIZw_000231_000241,8
ZJFEDT9uDd0_000035_000045,8
a9e94afAF10_000193_000203,7
1ojf3e-BnP8_000081_000091,8
75g0aJuZl-Q_000271_000281,6
ZgpiKBTu_D8_000304_000314,9
Zdj9dPccQWQ_000000_000010,9
lOW2r7XcaHM_000020_000030,9
wXpba5UbxvE_000000_000010,9
UgXLhE0d8q0_000001_000011,8
qASCYCFUyqI_000041_000051,6
BkMiu4DsJ_c_000000_000010,5
nMgJq2H4vHw_000039_000049,8
Kr_f4XRjGzI_000001_000011,8
7namAi4s1Kc_000021_000031,9
zP9hCiLYjZs_000029_000039,8
PsiGCxGW12A_000086_000096,5
L7pS0O-dX70_000016_000026,9
xNgx1KSeMpA_000010_000020,9
GwMiph7zIb0_000145_000155,9
Zcnkb8Xh6yQ_000001_000011,6
LuQE44jD60c_000001_000011,9
P14z0ZcKpFA_000003_000013,6
TbK8WAaJPks_000159_000169,7
7IikutqDu-8_000028_000038,8
FQpLIyAfbqI_000023_000033,9
wr1zdEjU2CI_000022_000032,8
zly9gl_b5M8_000028_000038,9
KLIU5pUMnAI_000004_000014,8
ZZEYO1h5FhM_000025_000035,9
fDWTE4CyYZ8_000143_000153,9
zT9WnBs8XQk_000001_000011,9
7s0_uEmFEmU_000009_000019,5
hjKnYwZaVX4_000005_000015,6
kfDeEcbwdYY_000000_000010,9
xBMyBpRb-VE_000020_000030,8
r4sYfEcGrgg_000004_000014,9
anbrAxAprVU_000047_000057,7
aX5bcVa93V4_000663_000673,6
gQqjhWqpswA_000042_000052,9
BkP_f7PBXho_000003_000013,5
xduuz2Uttvw_000026_000036,5
1vsk3D51Otc_000000_000010,5
Ejfr0TH8S3M_000008_000018,9
POGqStjMI60_000049_000059,5
9qcSuFYgk0k_000009_000019,8
Hng55-UTFdI_000153_000163,7
c_EvcbvgT9M_000003_000013,8
9yT6OSvOdf0_000015_000025,8
uLBSEGPeuAs_000016_000026,9
MU2qXVS6Q1E_000065_000075,4
_T9XMNGB7mE_000082_000092,8
7Mtprt8_bqM_000060_000070,8
r7UbXlUt8Es_000036_000046,9
vVYca0G6_S8_000219_000229,5
XI7qJHE61zo_000037_000047,8
NZLydTq7Q98_000003_000013,2
Ay8HCllLTo8_000026_000036,5
r-6DdJlhNT4_000009_000019,6
8CzWAb_WpvY_000016_000026,8
Ou447B95NpA_000001_000011,7
Y2EyMA9fTzA_000000_000010,5
b9e1T4IHGM8_000047_000057,8
a4ZvAgWlMl8_000539_000549,7
oEsC017ZQCY_000039_000049,8
Wv02oSoS3vw_000367_000377,6
yAiOjER_Uk8_000096_000106,7
NiYuBZei0aI_000013_000023,7
TmGVDCn1lOQ_000055_000065,4
ZyvONwcYFtw_000000_000010,9
VNvv2qhYExs_000281_000291,8
cBgBI7sAQxI_000052_000062,8
w0bAU5SteTQ_000266_000276,6
TFXreQLswQc_000012_000022,9
ltcsXeCsmxg_000041_000051,8
hbSM_n3fAlM_000005_000015,8
7nvOAGSeJGo_000049_000059,9
q505qPj4T-Y_000012_000022,9
G8cdiSBJz8k_000003_000013,8
Akf4_mtjS8s_000023_000033,5
kgF6F389PVU_000286_000296,7
u8yLXnZLqJw_000154_000164,8
2NKYK5uQjLY_000005_000015,8
6o1-Me5NVso_000069_000079,8
CXiVTwPsgGw_000003_000013,8
MHJDFRjxO2w_000006_000016,3
KzSHxL6ll88_000007_000017,8
hqDkZeUn1Mg_000043_000053,7
pi09GrC4j5A_000011_000021,8
kGWKUPfsBuY_000088_000098,8
rEJaqonTVVE_000000_000010,6
Z0Gm7WTyk-o_000051_000061,7
gHz057EhTyc_000006_000016,5
jSXxkx883KU_000012_000022,9
LHkHc6ya1xU_000027_000037,5
2yWNTUtJXYM_000008_000018,9
XbSNCTZiMQE_000037_000047,8
Kbsc93f9i3w_000296_000306,7
vjJF0sNBJW4_000006_000016,9
MR3MIgaHo3A_000018_000028,9
T8Gmy5wazpo_000819_000829,8
n-sOvsEfAbI_000229_000239,8
9kydFUMIQ94_000014_000024,4
d87bGTzOOWk_000071_000081,8
UJIna-xkJqY_000000_000010,9
9YFemp9QmzQ_000261_000271,7
_3CsQJ6XpHo_000015_000025,9
js66wp_B6ck_000000_000010,9
HFCsRYHRftw_000107_000117,9
wb875GGCiQc_000013_000023,8
kh1iU7qRbO4_000020_000030,6
OpDii8AnOcQ_000004_000014,6
gsvsIZR-POY_000014_000024,7
SN5awGHfw9M_000036_000046,9
4G4JC7j1i6U_000000_000010,8
ox--afrRN6g_000025_000035,9
_xNOpKrvS6Y_000077_000087,8
lVwFn9m8Q_Q_000053_000063,6
8__Sxx03g_Y_000000_000010,9
lSuZuX5OmVQ_000000_000010,8
6b1BKftcGfQ_000005_000015,9
2hMY_RFeZWQ_000023_000033,5
nIUXNpeI6_I_000047_000057,5
oQnpvAeZq9o_000001_000011,7
4EDAF2Frr4A_000000_000010,6
sIbu4-9tZ0g_000161_000171,8
yI5TycWvksE_000115_000125,9
VL8Xk0NznFY_000003_000013,3
-HaSHk661h4_000188_000198,7
39pt_hF13_k_000003_000013,8
qcqdjWwsM2c_000009_000019,9
HpEPomPl1X0_000082_000092,8
T8fXPNh7u_M_000000_000010,6
1Q12qpqew5g_000028_000038,8
ouadelKe68A_000041_000051,6
PD0U0AEqTbE_000020_000030,8
XopyQLyeQHw_000081_000091,4
t0PjOtOi6_E_000099_000109,7
9PiozWZtilo_000016_000026,9
8i_urmf0PM8_000163_000173,8
-0cS8MCIJZY_000006_000016,7
hRisIK4NSds_000096_000106,6
e_E3Nr0yljU_000009_000019,7
hW8BjtHw8OI_000016_000026,5
GGTuo56vOPE_000080_000090,8
rI-Iq496Sgk_000044_000054,9
tyajNPehoKI_000148_000158,8
M3e8npgndT8_000044_000054,8
OS6Ia-MAAwA_001666_001676,7
pbneLOUYW68_000018_000028,7
nJxKh17skmo_000211_000221,9
3WDIMosWNXs_000343_000353,6
6uhEInexQwc_000032_000042,3
5fnGd67vdPc_000007_000017,6
w_9ORDH09XQ_000314_000324,8
25XS10JAzuo_000096_000106,8
AMRaxrxzpx0_000103_000113,6
VCbILoK3d7U_000000_000010,5
T7ZSUqfTguc_000002_000012,4
hNZJPQFGHWY_000050_000060,8
s9SjwamZISY_000033_000043,8
u6DyYS20cUg_000130_000140,9
zeMgyQybSfs_000311_000321,6
EFWZHHUcAmo_000134_000144,9
yf-prnPV0tM_000005_000015,9
eoGt3l3BZ7w_000163_000173,9
bfxnPKpbk6s_000001_000011,5
ddXWB4eaMD8_000006_000016,6
0mj0mwhozPo_000000_000010,4
L1c7frKd6vk_000171_000181,9
ahIh7BK-7vA_000127_000137,8
0EojNazUJ9U_000062_000072,3
q3FkRb093uM_000034_000044,8
LBA1EoCs4eY_000257_000267,8
kMAKiQJKzSA_000009_000019,9
3GNMmi6XL-I_000003_000013,8
Uq9ba1y9ORA_000141_000151,8
o9JRf7E-i9w_000016_000026,8
m3Mh-mY2GXc_000026_000036,8
dka1OV6tlVo_000011_000021,8
xih-X3yvTc0_000008_000018,8
MbWsGe4LQI0_000040_000050,8
8lm4KEUOOHk_000000_000010,5
G-Bd7wg9jaA_000000_000010,3
rZ2zyvfyoF0_000000_000010,9
CzFvgcTIsxg_000089_000099,7
gY5_XOy2cpQ_000003_000013,6
ZXGwn5JmrYk_000002_000012,7
XJK56aFXndw_000004_000014,9
nAl3XK25ELw_000078_000088,8
e1uBlNWf0Zo_000007_000017,9
EDhEshycrhg_000046_000056,8
QAJfLmEUqX8_000000_000010,9
-dQsbQfZ008_000006_000016,5
uX7jnVlWd0s_000026_000036,7
C2noM0-YTJY_000000_000010,9
IfEk3R89rW4_000110_000120,8
iOpvEMdCEL8_000007_000017,8
xpaaptwY7FE_000030_000040,9
DVib66unMUw_000013_000023,9
8FTE80JekZE_000009_000019,8
O1eHo8NIoNI_000051_000061,9
hRPSYawpwS4_000024_000034,8
2H0GzyhYeMo_000010_000020,9
IOigiBv70p0_000044_000054,9
LjRWFMiB9_g_000154_000164,9
xi9U_mTuvlI_000000_000010,8
tZazt1KDJU0_000017_000027,9
aAqkXI-81zc_000007_000017,7
kVIn1Nr1laQ_000031_000041,8
nixQAwO7gSs_000051_000061,8
ydYMZ-ufhhw_000033_000043,7
eEBg64q-5Gs_000000_000010,3
gaKa_gaN6MU_000000_000010,9
JuWKuyHWsAM_000006_000016,9
bt_E3Q4Z6LA_000008_000018,8
9Xp9H30foSY_000000_000010,9
aJLEui0r4jU_000000_000010,3
-vqmmwFWK4I_000000_000010,3
d21Yir_LJOY_000008_000018,7
MHQSH4QlQoo_000277_000287,9
9AZY-GWHe_M_000003_000013,5
Edr1wOLgUgI_000016_000026,8
4U3NZ8bRg-g_000142_000152,8
DQidv3KVcEw_000055_000065,9
hmtnWNiQpD8_000038_000048,8
_5Mk3yxmVwY_000254_000264,8
QFOSaWORFZE_000088_000098,8
SReWNrF5ync_000220_000230,9
kVoAhyyy3v0_000168_000178,4
G0idxspr-KI_000039_000049,8
sOSCyh5mB7Y_000047_000057,9
E0eqyUOxjSs_000006_000016,6
4nDSYwcXvIo_000554_000564,9
b1okAagKpJg_000442_000452,6
CaTS2HVYLbE_000368_000378,9
-j2OdkemS6E_000031_000041,8
nHX0dAFTQ3I_000003_000013,8
lpRp1A992AE_000031_000041,9
pW6U4hxCago_000039_000049,5
-0NQHRndkPI_000004_000014,9
L7Vs8gjomRE_000002_000012,9
xguMNmOrFAw_000102_000112,9
NMkvwti4PrE_000027_000037,8
vLGOZvJ_v4Q_000285_000295,5
43PU3ypz6d0_000013_000023,7
7wz0Q9vK-ME_000094_000104,7
kpugI5QUwdA_000000_000010,6
MBPInWTFtgQ_000199_000209,9
xFTMMHa16i4_000002_000012,7
Y_FNso74jbg_000000_000010,9
igdSYEx6Ydo_000068_000078,8
R78iRwHBkQM_000022_000032,7
l6qhPgHHXr0_000000_000010,8
5tz1GXB4otY_000085_000095,6
PbQhcxB1cY4_000001_000011,8
N6lBqLeKs8I_000001_000011,9
AjZ_d0fWUBc_000045_000055,9
DqtwXBrKv24_000008_000018,7
pzmHPAP11qs_000037_000047,9
AChHPIKGDg4_000033_000043,5
0keckVWGNSo_000074_000084,9
4HmRO-U1sd4_000032_000042,9
DOVzrocR2fM_000043_000053,6
_QneeovmCQ0_000523_000533,8
TitP4OIBMEo_000554_000564,7
E8EK9uAeleo_000242_000252,9
PLt8RlQYmyY_000002_000012,9
gfLevAgpDaE_000174_000184,8
jBV5QeLnGr0_000061_000071,5
7fx7j5-bBEM_000018_000028,8
rbPEdPW796c_000017_000027,6
-7wcCzyMdgo_000004_000014,9
jf1pSYYluKY_000035_000045,8
a4Ye18Mnblk_000005_000015,8
ZqlAPN0DEl4_000024_000034,8
CJT-JJRcPyk_000004_000014,9
ovnH1mMHUa4_000235_000245,5
5ViNWQvb0aE_000017_000027,9
mZGCStZvP18_000027_000037,9
8LDCEKaEbZo_000001_000011,9
ozuso3zqBGk_000146_000156,8
HVwoW5681fM_000013_000023,7
cOiu4d1fhGQ_000071_000081,8
5nYbeVzYDbU_000002_000012,4
FG1o99hhL8A_000017_000027,8
hCBcD8t1VYQ_000015_000025,7
MVFcxo-Pnq8_000169_000179,9
83dfbni9GYI_000000_000010,2
kaFzwyb3Cu0_000171_000181,7
mCTomlK66yM_000093_000103,9
Bbg515rTOls_000026_000036,7
yYcWd3lcYfM_000003_000013,8
ysXIDFmuPIM_000047_000057,9
u-okKKC3ISM_000005_000015,8
bB3JIozhEKU_000029_000039,6
s9-iWBIREfQ_000028_000038,8
35fLDSGGWXc_000018_000028,7
